time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-07-27T02:59:54.061Z,63.2402,-151.1175,0,1.2,ml,,,,0.81,ak,ak0209lov5uk,2020-07-27T03:05:33.301Z,"45 km SE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-27T03:09:16.040Z,17.932,-66.958,11,2.86,md,22,224,0.0898,0.12,pr,pr2020209001,2020-07-27T03:42:26.657Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.56,0.43,0.18,17,reviewed,pr,pr
2020-07-27T03:13:00.030Z,38.1503,-118.1392,1.9,1.1,ml,11,174.27,0.072,0.03,nn,nn00763641,2020-07-27T03:20:06.224Z,"26 km S of Mina, Nevada",earthquake,,8.6,,,automatic,nn,nn
2020-07-27T03:16:16.480Z,33.497,-116.5098333,8.47,0.47,ml,24,62,0.06288,0.13,ci,ci38610626,2020-07-28T15:06:32.688Z,"16km ESE of Anza, CA",earthquake,0.2,0.47,0.037,6,reviewed,ci,ci
2020-07-27T03:19:24.470Z,38.1852,-117.7543,12.8,1.7,ml,17,122.85,0.115,0.1,nn,nn00763642,2020-07-27T03:24:27.438Z,"38 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-27T03:19:30.984Z,54.8736,-160.3147,31.23,3.8,mb,,162,0.421,0.73,us,us6000b4k5,2020-07-27T03:37:43.040Z,"52 km SSE of Sand Point, Alaska",earthquake,5.6,10.9,0.136,14,reviewed,us,us
2020-07-27T03:20:31.374Z,59.687,-152.6955,91.5,1.7,ml,,,,0.59,ak,ak0209lp872u,2020-07-27T03:32:29.538Z,"49 km WSW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-27T03:23:42.010Z,38.1532,-117.941,13.1,1.4,ml,20,74.37,0.025,0.11,nn,nn00763645,2020-07-27T03:34:27.318Z,"30 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-07-27T03:26:49.090Z,35.6733333,-117.4543333,10.72,0.74,ml,9,177,0.08688,0.17,ci,ci38610642,2020-07-27T03:30:33.972Z,"11km SSW of Searles Valley, CA",earthquake,0.95,1.17,0.148,7,automatic,ci,ci
2020-07-27T03:28:06.850Z,38.1561661,-122.2925034,6.16,2.07,md,33,54,0.03717,0.12,nc,nc73433941,2020-07-27T11:27:15.090Z,"4km SW of American Canyon, CA",earthquake,0.24,0.69,0.11,28,automatic,nc,nc
2020-07-27T03:28:27.243Z,58.355,-133.6053,0,2.7,ml,,,,1.98,ak,ak0209lp9wao,2020-07-27T03:42:12.079Z,"48 km E of Juneau, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-07-27T03:30:31.559Z,36.198,-96.97416667,4.46,0.93,ml,45,41,0.09808075321,0.23,ok,ok2020oqhp,2020-07-27T13:16:57.716Z,"5 km SW of Glencoe, Oklahoma",earthquake,,0.8,0.14,13,reviewed,ok,ok
2020-07-27T03:33:28.360Z,33.4703333,-116.4956667,4.34,0.36,ml,18,127,0.09181,0.2,ci,ci38610650,2020-07-28T15:22:50.982Z,"19km ESE of Anza, CA",earthquake,0.33,0.67,0.033,5,reviewed,ci,ci
2020-07-27T03:34:01.310Z,38.1493,-118.0123,4.7,0.8,ml,10,136.68,0.038,0.03,nn,nn00763649,2020-07-27T03:43:26.328Z,"28 km SSE of Mina, Nevada",earthquake,,7.2,,,automatic,nn,nn
2020-07-27T03:39:16.580Z,38.8404999,-122.8228302,1.46,1.08,md,24,65,0.01007,0.03,nc,nc73433946,2020-07-27T05:32:02.737Z,"9km WNW of Cobb, CA",earthquake,0.2,0.36,0.15,5,automatic,nc,nc
2020-07-27T03:44:07.312Z,58.3457,-133.4595,5,3.1,ml,,70,0.77,0.47,us,us6000b4kf,2020-07-27T04:05:03.040Z,"56 km E of Juneau, Alaska",earthquake,2.4,2,0.056,42,reviewed,us,us
2020-07-27T03:44:18.800Z,32.9593333,-115.546,4.41,1.15,ml,13,124,0.05901,0.18,ci,ci38610666,2020-07-27T03:48:03.260Z,"3km SW of Brawley, CA",earthquake,0.46,1.29,0.168,19,automatic,ci,ci
2020-07-27T03:50:52.800Z,19.1891666666667,-155.378333333333,31.81,1.58,md,18,190,,0.12,hv,hv72062392,2020-07-28T01:01:49.120Z,"10 km E of Pāhala, Hawaii",earthquake,1.33,0.95,0.0253121230194056,8,reviewed,hv,hv
2020-07-27T03:52:17.579Z,36.874,-97.443,7.43,0.8,ml,37,98,0.1412722776,0.41,ok,ok2020oqih,2020-07-28T13:15:51.609Z,"7 km N of Nardin, Oklahoma",earthquake,,2.2,0.23,12,reviewed,ok,ok
2020-07-27T03:55:50.150Z,37.6585,-118.8691667,1.9,0.3,md,11,209,0.02609,0.03,nc,nc73433961,2020-07-27T17:41:18.531Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.65,1.19,0.094,9,reviewed,nc,nc
2020-07-27T03:56:03.620Z,36.35716667,-98.15566667,6.2,1.2,ml,34,67,0.03689276038,0.33,ok,ok2020oqil,2020-07-28T14:14:56.240Z,"3 km SSE of Meno, Oklahoma",earthquake,,0.7,0.15,13,reviewed,ok,ok
2020-07-27T03:56:57.400Z,38.8134995,-122.8249969,2.1,0.78,md,16,56,0.005662,0.02,nc,nc73433956,2020-07-27T06:01:01.946Z,"7km NW of The Geysers, CA",earthquake,0.28,0.46,0.14,2,automatic,nc,nc
2020-07-27T03:57:26.890Z,35.6123333,-117.4383333,5.84,1.88,ml,24,104,0.03229,0.21,ci,ci38610674,2020-07-27T04:01:24.166Z,"18km S of Searles Valley, CA",earthquake,0.44,0.71,0.155,26,automatic,ci,ci
2020-07-27T04:01:59.480Z,33.4816667,-116.7911667,4.21,0.29,ml,27,57,0.03157,0.17,ci,ci38610682,2020-07-28T15:40:59.430Z,"8km ENE of Aguanga, CA",earthquake,0.21,0.45,0.032,7,reviewed,ci,ci
2020-07-27T04:06:16.480Z,38.1858,-117.8313,0,1.2,ml,16,67.56,0.009,0.3,nn,nn00763653,2020-07-27T04:39:27.271Z,"33 km SE of Mina, Nevada",earthquake,,1.7,,,automatic,nn,nn
2020-07-27T04:11:07.700Z,33.0351667,-115.9965,2.9,1.03,ml,29,58,0.1497,0.24,ci,ci38610690,2020-07-27T04:14:46.257Z,"17km SE of Ocotillo Wells, CA",earthquake,0.33,0.88,0.217,17,automatic,ci,ci
2020-07-27T04:14:11.960Z,35.6348333,-117.4128333,5.8,1.57,ml,15,159,0.0628,0.18,ci,ci38610698,2020-07-27T04:18:09.272Z,"15km SSW of Trona, CA",earthquake,0.42,0.96,0.215,20,automatic,ci,ci
2020-07-27T04:14:50.359Z,36.39433333,-96.88816667,3.68,0.68,ml,30,64,0.03419329011,0.15,ok,ok2020oqiy,2020-07-27T13:26:25.719Z,"9 km NW of Pawnee, Oklahoma",earthquake,,0.5,0.21,12,reviewed,ok,ok
2020-07-27T04:30:34.684Z,64.7656,-149.0044,18.3,1.2,ml,,,,0.73,ak,ak0209lpvrsc,2020-07-27T04:37:02.892Z,"18 km NNE of Four Mile Road, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-07-27T04:33:23.060Z,19.2159996032715,-155.429992675781,31.6700000762939,1.73000002,md,32,146,,0.119999997,hv,hv72062407,2020-07-27T04:36:32.990Z,"5 km ENE of Pāhala, Hawaii",earthquake,0.76,0.649999976,0.460000008,5,automatic,hv,hv
2020-07-27T04:38:11.890Z,35.5248333,-117.3701667,3.99,1.37,ml,22,77,0.004599,0.21,ci,ci38610714,2020-07-27T04:41:57.049Z,"27km S of Trona, CA",earthquake,0.39,0.56,0.151,17,automatic,ci,ci
2020-07-27T04:40:00.430Z,38.2107,-117.7523,9.3,0.6,ml,11,92.38,0.044,0.03,nn,nn00763658,2020-07-27T04:48:46.465Z,"37 km ESE of Mina, Nevada",earthquake,,8.7,,,automatic,nn,nn
2020-07-27T04:43:16.850Z,36.0485,-117.8496667,2.85,1.06,ml,12,115,0.05239,0.09,ci,ci38610722,2020-07-27T04:47:00.496Z,"9km E of Coso Junction, CA",earthquake,0.21,0.6,0.24,16,automatic,ci,ci
2020-07-27T04:46:50.170Z,38.1647,-117.7185,11,0.9,ml,10,167.35,0.049,0.15,nn,nn00763660,2020-07-27T04:53:26.347Z,"42 km SE of Mina, Nevada",earthquake,,3.5,,,automatic,nn,nn
2020-07-27T04:52:02.480Z,38.1445,-117.8957,9.4,1.4,ml,10,94.18,0.019,0.06,nn,nn00763661,2020-07-27T05:00:06.675Z,"33 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-27T04:52:45.800Z,38.1545,-117.8638,8.4,1.9,ml,11,90.31,0.13,0.1,nn,nn00763662,2020-07-27T05:00:14.902Z,"33 km SE of Mina, Nevada",earthquake,,11.1,,,automatic,nn,nn
2020-07-27T04:54:49.110Z,40.2588333,-121.1836667,10.01,1.04,md,5,165,0.03133,0.02,nc,nc73433971,2020-07-27T19:08:36.101Z,"5km N of Almanor, CA",earthquake,1.49,1.84,0.276,5,reviewed,nc,nc
2020-07-27T04:55:03.840Z,33.1545,-116.5586667,12.63,0.79,ml,43,44,0.08025,0.2,ci,ci38610730,2020-07-28T15:51:40.233Z,"9km NNE of Julian, CA",earthquake,0.22,0.56,0.168,16,reviewed,ci,ci
2020-07-27T04:57:18.980Z,33.6915,-116.711,15.73,0.8,ml,31,57,0.01979,0.21,ci,ci38610746,2020-07-27T05:01:02.545Z,"5km S of Idyllwild, CA",earthquake,0.39,0.61,0.152,24,automatic,ci,ci
2020-07-27T04:59:18.988Z,38.1402,-118.0658,3.4,1.4,ml,23,113.48,0.023,0.1234,nn,nn00763664,2020-07-28T02:21:11.164Z,"28 km S of Mina, Nevada",earthquake,,0.9,0.4,11,reviewed,nn,nn
2020-07-27T05:11:23.500Z,19.0860004425049,-155.439163208008,38.6500015258789,2.29999995,md,13,295,,0.119999997,hv,hv72062422,2020-07-27T05:14:41.260Z,"13 km SSE of Pāhala, Hawaii",earthquake,1.63,1.91999996,0.660000026,5,automatic,hv,hv
2020-07-27T05:12:03.290Z,19.0771675109863,-155.483337402344,44.8699989318848,2.45000005,md,19,227,,0.140000001,hv,hv72062427,2020-07-27T16:19:50.446Z,"10 km E of Naalehu, Hawaii",earthquake,1.53,1.32000005,2.45000005,4,automatic,hv,hv
2020-07-27T05:14:19.170Z,38.1327,-118.0757,7,1,ml,16,131.97,0.041,0.2,nn,nn00763670,2020-07-27T05:20:07.235Z,"28 km S of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-07-27T05:14:51.362Z,20.8717,104.5406,10,4.8,mb,,59,4.641,0.57,us,us6000b4kv,2020-07-27T18:00:34.521Z,"~120km W of Hanoi, Vietnam",earthquake,9.9,1.9,0.071,61,reviewed,us,us
2020-07-27T05:17:00.220Z,17.969,-66.843,13,3.17,md,22,194,0.0367,0.15,pr,pr2020209002,2020-07-27T05:40:20.040Z,"Puerto Rico",earthquake,0.64,0.29,0.16,20,reviewed,pr,pr
2020-07-27T05:19:02.900Z,38.206,-117.8097,9.3,1.2,ml,14,140.63,0.089,0.1,nn,nn00763673,2020-07-27T05:27:26.866Z,"33 km SE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-07-27T05:20:13.670Z,38.7478333,-122.7068333,1.76,0.22,md,11,115,0.008,0.02,nc,nc73433986,2020-07-27T23:12:02.821Z,"3km SSW of Anderson Springs, CA",earthquake,0.43,0.62,0.045,2,reviewed,nc,nc
2020-07-27T05:22:14.130Z,44.1443,-115.0801,10,3.4,ml,,73,0.755,0.67,us,us6000b4kw,2020-07-27T23:08:20.510Z,"13 km SW of Stanley, Idaho",earthquake,1.4,2,0.032,132,reviewed,us,us
2020-07-27T05:26:15.310Z,38.1697,-117.979,1.7,1.2,ml,14,104.11,0.028,0.09,nn,nn00763676,2020-07-27T05:46:41.327Z,"27 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-07-27T05:26:32.671Z,38.1774,-117.7948,4.7,2.5,ml,27,65.34,0.062,0.1482,nn,nn00763675,2020-07-28T02:21:17.427Z,"36 km SE of Mina, Nevada",earthquake,,1.2,0.51,14,reviewed,nn,nn
2020-07-27T05:36:28.780Z,35.6588333,-117.5238333,2.17,0.93,ml,15,131,0.08792,0.19,ci,ci38610762,2020-07-27T13:30:51.162Z,"14km ENE of Ridgecrest, CA",earthquake,0.41,0.77,0.144,11,reviewed,ci,ci
2020-07-27T05:44:20.300Z,38.2085,-117.7367,12.7,1.3,ml,16,125.8,0.131,0.12,nn,nn00763680,2020-07-27T05:56:07.568Z,"38 km ESE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-07-27T05:50:23.925Z,30.3976,94.7881,34.66,4.9,mb,,61,5.466,0.69,us,us6000b4l6,2020-07-27T06:12:00.040Z,"242 km WSW of Qamdo, China",earthquake,10.2,5.9,0.053,112,reviewed,us,us
2020-07-27T05:51:47.480Z,35.6708333,-117.4563333,8.73,0.95,ml,15,158,0.08429,0.24,ci,ci38610770,2020-07-27T05:55:27.307Z,"12km SSW of Searles Valley, CA",earthquake,0.75,1.51,0.15,7,automatic,ci,ci
2020-07-27T05:53:25.039Z,36.8705,-97.4455,7.95,1.29,ml,55,97,0.1448715713,0.31,ok,ok2020oqmh,2020-07-27T13:08:37.935Z,"7 km N of Nardin, Oklahoma",earthquake,,1.3,0.19,22,reviewed,ok,ok
2020-07-27T05:54:54.050Z,36.0061667,-117.3593333,5.62,1.02,ml,12,130,0.1171,0.22,ci,ci38610778,2020-07-27T13:30:37.161Z,"27km N of Searles Valley, CA",earthquake,0.65,2.39,0.131,10,reviewed,ci,ci
2020-07-27T05:57:57.730Z,38.2125,-117.7358,13.4,1.1,ml,21,69.24,0.035,0.08,nn,nn00763684,2020-07-27T06:04:48.484Z,"38 km ESE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-07-27T05:59:26.830Z,46.0011667,-111.3956667,5.84,0.74,ml,7,162,0.197,0.12,mb,mb80452964,2020-07-27T16:23:35.690Z,"4 km SSW of Ponderosa Pines, Montana",earthquake,0.68,7.73,0.289,2,reviewed,mb,mb
2020-07-27T06:03:53.830Z,38.2028,-117.7513,12.6,1.3,ml,23,123.27,0.117,0.06,nn,nn00763688,2020-07-27T06:15:08.147Z,"37 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-27T06:05:09.889Z,31.6494,-104.3019,5,2.6,ml,,64,0.17,0.24,us,us6000b4lb,2020-07-27T11:10:10.619Z,"58 km S of Whites City, New Mexico",earthquake,0.8,1.9,0.074,64,reviewed,us,us
2020-07-27T06:13:04.660Z,35.7915,-117.5898333,13.17,0.78,ml,10,136,0.1433,0.2,ci,ci38610786,2020-07-27T06:16:37.843Z,"17km W of Searles Valley, CA",earthquake,0.84,1.27,0.147,8,automatic,ci,ci
2020-07-27T06:13:58.850Z,38.192,-117.7517,13.3,1.9,ml,26,73.68,0.119,0.1,nn,nn00763692,2020-07-27T06:40:10.064Z,"38 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-07-27T06:19:36.233Z,62.1795,-150.1103,18.2,1.3,ml,,,,0.7,ak,ak0209lr0a8n,2020-07-27T06:24:35.530Z,"13 km W of Y, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-27T06:27:28.560Z,46.6083335876465,-119.823997497559,5.94999980926514,1.51999998,md,14,172,0.04289,0.0599999987,uw,uw61663081,2020-07-27T18:00:52.110Z,"10 km SE of Desert Aire, Washington",earthquake,0.44,0.219999999,0.189999998,2,reviewed,uw,uw
2020-07-27T06:28:11.230Z,44.2968333,-115.168,6.7,2.6,ml,13,82,0.914,0.26,mb,mb80452969,2020-07-28T15:28:14.320Z,"20 km WNW of Stanley, Idaho",earthquake,0.58,1.38,0.103,16,reviewed,mb,mb
2020-07-27T06:32:57.821Z,60.9381,-147.1541,12.1,2,ml,,,,0.95,ak,ak0209lr347u,2020-07-27T06:41:19.382Z,"Southern Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-07-27T06:38:56.180Z,38.2078,-117.742,9.4,1.1,ml,18,96.52,0.029,0.03,nn,nn00763696,2020-07-27T06:55:07.734Z,"Nevada",earthquake,,3.4,,,automatic,nn,nn
2020-07-27T06:39:01.738Z,63.1226,-151.8998,156.3,1.2,ml,,,,0.33,ak,ak0209lr4ipv,2020-07-27T19:46:29.957Z,"47 km S of Denali National Park, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-07-27T06:45:19.530Z,38.7939987,-122.7823334,3.81,0.65,md,11,101,0.01717,0.01,nc,nc73433996,2020-07-27T08:18:02.827Z,"3km NW of The Geysers, CA",earthquake,0.52,0.99,0.1,2,automatic,nc,nc
2020-07-27T06:51:42.260Z,35.8641663,-120.4443359,7.17,1.41,md,21,156,0.03565,0.08,nc,nc73434001,2020-07-27T08:46:03.000Z,"4km SSW of Parkfield, CA",earthquake,0.57,0.69,0.13,8,automatic,nc,nc
2020-07-27T06:52:29.300Z,35.6471667,-117.4593333,6.13,0.64,ml,6,166,0.06058,0.13,ci,ci38610802,2020-07-27T13:29:23.625Z,"14km SSW of Searles Valley, CA",earthquake,0.95,1.41,0.128,5,reviewed,ci,ci
2020-07-27T06:52:51.540Z,32.9288333,-116.2405,8.66,0.69,ml,13,77,0.05879,0.23,ci,ci38610810,2020-07-27T06:56:41.255Z,"26km SSW of Ocotillo Wells, CA",earthquake,0.59,1.03,0.14,6,automatic,ci,ci
2020-07-27T06:53:49.850Z,38.0355,-118.782,5.78,1.61,md,29,92,0.3027,0.06,nc,nc73434006,2020-07-28T03:37:05.225Z,"28km SE of Bodie, CA",earthquake,0.32,5.09,0.249,27,reviewed,nc,nc
2020-07-27T06:54:02.960Z,38.9886667,-123.1505,-0.56,1.33,md,14,89,0.05825,0.1,nc,nc73434011,2020-07-27T19:27:04.974Z,"16km S of Talmage, CA",earthquake,0.27,1.35,0.198,13,reviewed,nc,nc
2020-07-27T07:01:29.980Z,38.7476667,-122.7095,1.56,0.6,md,23,87,0.007114,0.03,nc,nc73434021,2020-07-27T18:02:21.205Z,"3km SSW of Anderson Springs, CA",earthquake,0.18,0.18,0.065,6,reviewed,nc,nc
2020-07-27T07:01:40.040Z,38.7425003,-122.7116699,1.43,1.18,md,10,196,0.02168,0.05,nc,nc73434016,2020-07-27T09:38:03.317Z,"4km SSW of Anderson Springs, CA",earthquake,0.63,0.49,0.05,4,automatic,nc,nc
2020-07-27T07:08:40.770Z,38.2158,-117.7287,10.8,1.4,ml,16,125.95,0.133,0.06,nn,nn00763700,2020-07-27T07:14:07.966Z,"38 km ESE of Mina, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-07-27T07:10:54.040Z,19.4856666666667,-155.5825,-1.47,2.6,ml,53,52,,0.18,hv,hv72062607,2020-07-27T22:04:29.611Z,"29 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.24,0.27,0.151008011709779,27,reviewed,hv,hv
2020-07-27T07:12:17.960Z,38.223,-117.957,2.5,0.6,ml,8,127.71,0.01,0.14,nn,nn00763702,2020-07-27T07:40:06.470Z,"22 km SE of Mina, Nevada",earthquake,,13.4,,,automatic,nn,nn
2020-07-27T07:14:20.808Z,60.9469,-147.1394,19,1.5,ml,,,,0.41,ak,ak0209lrkm20,2020-07-27T07:23:48.084Z,"26 km WNW of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-07-27T07:16:34.970Z,17.9421,-66.897,13,2.64,md,21,194,0.0375,0.17,pr,pr2020209003,2020-07-27T20:03:01.002Z,"3 km SSE of Guánica, Puerto Rico",earthquake,0.57,0.25,0.36,9,reviewed,pr,pr
2020-07-27T07:24:27.807Z,62.1815,-151.2502,68.5,1.8,ml,,,,0.48,ak,ak0209lrmrrr,2020-07-27T07:33:30.414Z,"22 km NNE of Skwentna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-07-27T07:27:48.370Z,37.8305016,-121.7746658,13.06,2.53,md,58,124,0.09794,0.11,nc,nc73434031,2020-07-28T05:53:37.323Z,"12km SSW of Brentwood, CA",earthquake,0.25,0.55,0.14,59,automatic,nc,nc
2020-07-27T07:38:30.850Z,38.1313,-118.1727,0.1,1.3,ml,11,190.49,0.121,0.11,nn,nn00763703,2020-07-27T07:42:47.274Z,"29 km S of Mina, Nevada",earthquake,,11.2,,,automatic,nn,nn
2020-07-27T07:40:27.630Z,38.125,-118.0502,2.3,0.5,ml,10,150.31,0.06,0.24,nn,nn00763705,2020-07-27T07:50:07.033Z,"29 km S of Mina, Nevada",earthquake,,21.3,,,automatic,nn,nn
2020-07-27T07:48:15.280Z,38.1292,-118.1493,3.2,0.8,ml,12,154.85,0.086,0.12,nn,nn00763706,2020-07-27T07:51:27.189Z,"29 km S of Mina, Nevada",earthquake,,11,,,automatic,nn,nn
2020-07-27T07:50:29.340Z,38.1793,-117.7743,5,1.1,ml,13,109.74,0.06,0.12,nn,nn00763707,2020-07-27T08:07:30.491Z,"37 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-27T07:51:55.420Z,19.2255001068115,-155.427993774414,31.8099994659424,2.19000006,md,51,128,,0.119999997,hv,hv72062652,2020-07-27T07:57:35.540Z,"5 km ENE of Pāhala, Hawaii",earthquake,0.5,0.709999979,1.00999999,19,automatic,hv,hv
2020-07-27T07:58:23.280Z,39.25,-123.1206667,5.83,1.27,md,14,125,0.08091,0.07,nc,nc73434036,2020-07-27T19:30:03.994Z,"7km ESE of Redwood Valley, CA",earthquake,0.36,0.78,0.324,13,reviewed,nc,nc
2020-07-27T07:59:39.770Z,66.2834,-157.2045,0,2.1,ml,,,,0.99,ak,ak0209lruarl,2020-07-27T08:13:28.941Z,"67 km S of Shungnak, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-27T08:06:38.530Z,36.6725,-116.3417,8.8,0.4,ml,10,93.74,0.033,0.21,nn,nn00763709,2020-07-27T08:17:27.245Z,"45 km SE of Beatty, Nevada",earthquake,,2.2,,,automatic,nn,nn
2020-07-27T08:09:57.700Z,33.2278333,-116.0566667,2.98,1.12,ml,32,79,0.1178,0.27,ci,ci38610826,2020-07-27T08:13:39.744Z,"12km NE of Ocotillo Wells, CA",earthquake,0.37,0.86,0.216,28,automatic,ci,ci
2020-07-27T08:12:06.550Z,36.115,-118.966,6.18,1.58,ml,12,222,0.1828,0.1,ci,ci38610834,2020-07-28T00:37:35.978Z,"7km NE of Porterville, CA",earthquake,0.41,1.04,0.182,9,reviewed,ci,ci
2020-07-27T08:13:04.120Z,37.8801667,-122.2596667,8.44,0.93,md,34,48,0.006718,0.08,nc,nc73434041,2020-07-27T19:20:14.397Z,"2km NE of Berkeley, CA",earthquake,0.15,0.22,0.35,24,reviewed,nc,nc
2020-07-27T08:16:19.180Z,38.176,-117.9658,6.6,0.9,ml,12,97.59,0.031,0.11,nn,nn00763711,2020-07-27T08:27:47.780Z,"26 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-07-27T08:25:38.510Z,35.6161667,-117.4526667,9.28,1.16,ml,10,163,0.0306,0.2,ci,ci38610842,2020-07-27T08:29:25.971Z,"17km SSW of Searles Valley, CA",earthquake,0.69,0.88,0.179,15,automatic,ci,ci
2020-07-27T08:26:53.970Z,38.192,-117.7423,12.4,1,ml,13,153.49,0.035,0.12,nn,nn00763713,2020-07-27T08:32:07.908Z,"38 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-07-27T08:28:05.590Z,33.1836667,-115.6608333,3.47,1.39,ml,32,55,0.03209,0.23,ci,ci38610850,2020-07-28T19:44:18.937Z,"15km WSW of Niland, CA",earthquake,0.3,0.46,0.191,36,reviewed,ci,ci
2020-07-27T08:28:05.650Z,38.7895012,-122.7685013,1.68,0.67,md,12,79,0.01306,0.02,nc,nc73434046,2020-07-27T10:21:04.589Z,"2km NW of The Geysers, CA",earthquake,0.28,0.46,0.29,2,automatic,nc,nc
2020-07-27T08:31:05.140Z,36.4643333,-117.9528333,9.16,1.56,ml,12,157,0.1055,0.17,ci,ci38610858,2020-07-27T13:28:56.151Z,"17km SE of Lone Pine, CA",earthquake,0.41,0.84,0.228,17,reviewed,ci,ci
2020-07-27T08:31:05.320Z,38.4485,-117.9653,2.2,1.1,ml,12,147.27,0.124,0.05,nn,nn00763718,2020-07-27T08:37:18.013Z,"14 km ENE of Mina, Nevada",earthquake,,4.3,,,automatic,nn,nn
2020-07-27T08:31:13.355Z,68.0544,-148.0051,0,1.9,ml,,,,0.99,ak,ak0209ls9o36,2020-07-27T08:38:24.849Z,"103 km W of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-27T08:35:59.260Z,38.2118,-117.7362,12.7,1.1,ml,15,124.51,0.018,0.07,nn,nn00763723,2020-07-27T08:49:48.519Z,"38 km ESE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-27T08:41:01.610Z,44.1391667,-115.089,6.32,2.2,ml,13,78,0.756,0.13,mb,mb80452979,2020-07-27T20:14:33.730Z,"14 km SW of Stanley, Idaho",earthquake,0.29,0.83,0.125,11,reviewed,mb,mb
2020-07-27T08:41:28.850Z,38.8320007,-122.8166656,1.64,1.14,md,24,47,0.01002,0.03,nc,nc73434051,2020-07-27T10:48:02.753Z,"8km NW of The Geysers, CA",earthquake,0.18,0.36,0.07,4,automatic,nc,nc
2020-07-27T08:41:43.120Z,60.2443,-153.5182,173.3,1.8,ml,,,,0.51,ak,ak0209lsbvqg,2020-07-27T08:48:37.392Z,"44 km E of Port Alsworth, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-07-27T08:45:19.489Z,62.2042,-148.883,15.6,1.1,ml,,,,0.35,ak,ak0209lscorw,2020-07-27T08:50:48.388Z,"47 km N of Sutton-Alpine, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-07-27T08:48:48.180Z,38.172,-117.8397,8.3,0.9,ml,13,105.93,0.029,0.13,nn,nn00763726,2020-07-27T08:52:27.354Z,"33 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-27T08:50:25.925Z,58.3515,-133.4642,10,3,ml,,57,0.561,0.59,us,us6000b4mu,2020-07-27T12:11:42.040Z,"56 km E of Juneau, Alaska",earthquake,1.8,1.9,0.045,65,reviewed,us,us
2020-07-27T08:51:17.590Z,39.3283,-120.0197,17.9,0.9,ml,8,93.67,0.036,0.22,nn,nn00763729,2020-07-27T09:08:06.745Z,"7 km S of Floriston, California",earthquake,,1.9,,,automatic,nn,nn
2020-07-27T08:52:48.400Z,33.495,-116.7673333,7.4,1.2,ml,24,93,0.03258,0.09,ci,ci38610866,2020-07-27T13:28:15.370Z,"11km ENE of Aguanga, CA",earthquake,0.31,0.66,0.172,26,reviewed,ci,ci
2020-07-27T09:06:16.570Z,38.1777,-117.9477,0,0.7,ml,9,111.78,0.03,0.47,nn,nn00763730,2020-07-27T09:09:46.801Z,"27 km SSE of Mina, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-07-27T09:08:32.060Z,35.6798333,-117.5041667,7.92,1.51,ml,23,142,0.09921,0.18,ci,ci38610882,2020-07-27T09:12:31.221Z,"13km SW of Searles Valley, CA",earthquake,0.38,1.44,0.195,19,automatic,ci,ci
2020-07-27T09:20:04.030Z,34.959,-97.71283333,9.83,1.92,ml,73,35,0.1034796938,0.3,ok,ok2020oqtc,2020-07-27T12:31:56.776Z,"7 km NE of Alex, Oklahoma",earthquake,,1.3,0.19,32,reviewed,ok,ok
